,Unnamed: 0,Sort ,State,FIPS ,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover,NEVER MASK,max_risk
2409,2409,2410,SD,46097,Miner,Howard,2389,1477.099,570.311,4.196,1.620,1481.295,571.931,44.017327,-97.60979,"Miner<br>Every 10,000 People 1600.0 Not using Mask<br>Max of 0.0 People can get Infected",1600.0,0.0
2410,2410,2411,SD,46099,Minnehaha,Sioux Falls,169468,2090.502,807.1469999999999,17.395,6.716,2107.897,813.863,43.667472,-96.795726,"Minnehaha<br>Every 10,000 People 870.0 Not using Mask<br>Max of 61.0 People can get Infected",870.0,61.0
2411,2411,2412,SD,46101,Moody,Flandreau,6486,1345.204,519.386,3.679,1.421,1348.884,520.807,44.012429,-96.67605400000001,"Moody<br>Every 10,000 People 780.0 Not using Mask<br>Max of 2.0 People can get Infected",780.0,2.0
2412,2412,2413,SD,46103,Pennington,Rapid City,100948,7191.24,2776.553,19.967,7.709,7211.206999999999,2784.262,44.002349,-102.823802,"Pennington<br>Every 10,000 People 1270.0 Not using Mask<br>Max of 56.0 People can get Infected",1270.0,56.0
2413,2413,2414,SD,46105,Perkins,Bison,2982,7434.505,2870.478,50.540,19.513,7485.044,2889.991,45.483387,-102.467995,"Perkins<br>Every 10,000 People 1320.0 Not using Mask<br>Max of 9.0 People can get Infected",1320.0,9.0
2414,2414,2415,SD,46107,Potter,Gettysburg,2329,2230.341,861.14,97.193,37.526,2327.534,898.666,45.064276,-99.94963100000001,"Potter<br>Every 10,000 People 1310.0 Not using Mask<br>Max of 5.0 People can get Infected",1310.0,5.0
2415,2415,2416,SD,46109,Roberts,Sisseton,10149,2851.684,1101.0410000000002,89.947,34.729,2941.631,1135.77,45.623397,-96.947551,"Roberts<br>Every 10,000 People 2410.0 Not using Mask<br>Max of 5.0 People can get Infected",2410.0,5.0
2416,2416,2417,SD,46111,Sanborn,Woonsocket,2355,1474.533,569.321,2.993,1.155,1477.526,570.476,44.021032,-98.092105,"Sanborn<br>Every 10,000 People 2520.0 Not using Mask<br>Max of 2.0 People can get Infected",2520.0,2.0
2417,2417,2418,SD,46113,Shannon ,— ,13586,5423.17,2093.8979999999997,7.126,2.751,5430.295999999999,2096.649,43.341937,-102.55948000000001,"Shannon <br>Every 10,000 People nan Not using Mask<br>Max of nan People can get Infected",,
2418,2418,2419,SD,46115,Spink,Redfield,6415,3895.1479999999997,1503.925,15.062,5.816,3910.21,1509.741,44.931034000000004,-98.33964399999999,"Spink<br>Every 10,000 People 2320.0 Not using Mask<br>Max of 2.0 People can get Infected",2320.0,2.0
2419,2419,2420,SD,46117,Stanley,Fort Pierre,2966,3741.062,1444.432,188.384,72.735,3929.446,1517.1670000000001,44.415547,-100.749163,"Stanley<br>Every 10,000 People 800.0 Not using Mask<br>Max of 2.0 People can get Infected",800.0,2.0
2420,2420,2421,SD,46119,Sully,Onida,1373,2607.645,1006.817,164.384,63.469,2772.0290000000005,1070.286,44.722325,-100.131399,"Sully<br>Every 10,000 People 840.0 Not using Mask<br>Max of 0.0 People can get Infected",840.0,0.0
2421,2421,2422,SD,46121,Todd ,— ,9612,3596.342,1388.556,5.855,2.260,3602.197,1390.816,43.208172,-100.71720400000001,"Todd <br>Every 10,000 People 1470.0 Not using Mask<br>Max of 5.0 People can get Infected",1470.0,5.0
2422,2422,2423,SD,46123,Tripp,Winner,5644,4176.215999999999,1612.4460000000001,13.273,5.125,4189.488,1617.5710000000001,43.349728999999996,-99.87621899999999,"Tripp<br>Every 10,000 People 1420.0 Not using Mask<br>Max of 0.0 People can get Infected",1420.0,0.0
2423,2423,2424,SD,46125,Turner,Parker,8347,1598.17,617.057,1.650,0.637,1599.82,617.694,43.30867,-97.150185,"Turner<br>Every 10,000 People 840.0 Not using Mask<br>Max of 7.0 People can get Infected",840.0,7.0
2424,2424,2425,SD,46127,Union,Elk Point,14399,1192.798,460.542,17.060,6.587,1209.858,467.129,42.831106,-96.650829,"Union<br>Every 10,000 People 820.0 Not using Mask<br>Max of 19.0 People can get Infected",820.0,19.0
2425,2425,2426,SD,46129,Walworth,Selby,5438,1835.3429999999998,708.63,93.215,35.990,1928.558,744.62,45.427605,-100.027856,"Walworth<br>Every 10,000 People 1400.0 Not using Mask<br>Max of 7.0 People can get Infected",1400.0,7.0
2426,2426,2427,SD,46135,Yankton,Yankton,22438,1349.807,521.164,28.629,11.054,1378.4370000000001,532.2180000000001,43.006607,-97.388339,"Yankton<br>Every 10,000 People 1090.0 Not using Mask<br>Max of 12.0 People can get Infected",1090.0,12.0
2427,2427,2428,SD,46137,Ziebach,Dupree,2801,5079.67,1961.2720000000002,24.212,9.348,5103.883,1970.62,44.981666,-101.669225,"Ziebach<br>Every 10,000 People 1050.0 Not using Mask<br>Max of 2.0 People can get Infected",1050.0,2.0
2428,2428,2429,TN,47001,Anderson,Clinton,75129,873.245,337.162,19.772,7.634,893.0169999999999,344.796,36.116731,-84.195418,"Anderson<br>Every 10,000 People 880.0 Not using Mask<br>Max of 8.0 People can get Infected",880.0,8.0
2429,2429,2430,TN,47003,Bedford,Shelbyville,45058,1226.71,473.635,2.983,1.152,1229.693,474.787,35.513659999999994,-86.458294,"Bedford<br>Every 10,000 People 1640.0 Not using Mask<br>Max of 2.0 People can get Infected",1640.0,2.0
2430,2430,2431,TN,47005,Benton,Camden,16489,1020.823,394.142,109.009,42.089,1129.8319999999999,436.231,36.069253,-88.071212,"Benton<br>Every 10,000 People 1690.0 Not using Mask<br>Max of 21.0 People can get Infected",1690.0,21.0
2431,2431,2432,TN,47007,Bledsoe,Pikeville,12876,1052.636,406.425,0.838,0.324,1053.474,406.749,35.593668,-85.205979,"Bledsoe<br>Every 10,000 People 820.0 Not using Mask<br>Max of 5.0 People can get Infected",820.0,5.0
2432,2432,2433,TN,47009,Blount,Maryville,123010,1447.0420000000001,558.706,20.308,7.841,1467.35,566.547,35.688185,-83.922973,"Blount<br>Every 10,000 People 690.0 Not using Mask<br>Max of 82.0 People can get Infected",690.0,82.0
2433,2433,2434,TN,47011,Bradley,Cleveland,98963,851.4889999999999,328.76199999999994,6.959,2.687,858.448,331.449,35.153914,-84.859414,"Bradley<br>Every 10,000 People 1210.0 Not using Mask<br>Max of 14.0 People can get Infected",1210.0,14.0
2434,2434,2435,TN,47013,Campbell,Jacksboro,40716,1243.69,480.191,46.503,17.955,1290.193,498.14599999999996,36.401592,-84.15925,"Campbell<br>Every 10,000 People 590.0 Not using Mask<br>Max of 9.0 People can get Infected",590.0,9.0
2435,2435,2436,TN,47015,Cannon,Woodbury,13801,687.992,265.635,0.157,0.061,688.1489999999999,265.69599999999997,35.808394,-86.062404,"Cannon<br>Every 10,000 People 2090.0 Not using Mask<br>Max of 14.0 People can get Infected",2090.0,14.0
2436,2436,2437,TN,47017,Carroll,Huntingdon,28522,1552.056,599.252,2.144,0.828,1554.2,600.08,35.967896,-88.45165899999999,"Carroll<br>Every 10,000 People 1790.0 Not using Mask<br>Max of 30.0 People can get Infected",1790.0,30.0
2437,2437,2438,TN,47019,Carter,Elizabethton,57424,883.711,341.20300000000003,16.657,6.431,900.368,347.634,36.284744,-82.126593,"Carter<br>Every 10,000 People 1150.0 Not using Mask<br>Max of 14.0 People can get Infected",1150.0,14.0
2438,2438,2439,TN,47021,Cheatham,Ashland City,39105,783.308,302.437,11.964,4.619,795.2719999999999,307.056,36.255179999999996,-87.10081600000001,"Cheatham<br>Every 10,000 People 180.0 Not using Mask<br>Max of 2.0 People can get Infected",180.0,2.0
2439,2439,2440,TN,47023,Chester,Henderson,17131,740.052,285.736,0.576,0.222,740.628,285.95799999999997,35.416639,-88.60550500000001,"Chester<br>Every 10,000 People 1080.0 Not using Mask<br>Max of 7.0 People can get Infected",1080.0,7.0
2440,2440,2441,TN,47025,Claiborne,Tazewell,32213,1125.556,434.58,18.116,6.995,1143.672,441.575,36.501557,-83.660724,"Claiborne<br>Every 10,000 People 1630.0 Not using Mask<br>Max of 6.0 People can get Infected",1630.0,6.0
2441,2441,2442,TN,47027,Clay,Celina,7861,612.627,236.53599999999997,59.071,22.807,671.698,259.343,36.545765,-85.54571800000001,"Clay<br>Every 10,000 People 990.0 Not using Mask<br>Max of 2.0 People can get Infected",990.0,2.0
2442,2442,2443,TN,47029,Cocke,Newport,35662,1125.519,434.565,22.197,8.570,1147.7160000000001,443.135,35.916198,-83.119223,"Cocke<br>Every 10,000 People 1970.0 Not using Mask<br>Max of 3.0 People can get Infected",1970.0,3.0
2443,2443,2444,TN,47031,Coffee,Manchester,52796,1110.993,428.957,14.496,5.597,1125.49,434.55400000000003,35.488759,-86.07821899999999,"Coffee<br>Every 10,000 People 1650.0 Not using Mask<br>Max of 16.0 People can get Infected",1650.0,16.0
2444,2444,2445,TN,47033,Crockett,Alamo,14586,687.7310000000001,265.535,0.529,0.204,688.2610000000001,265.73900000000003,35.811312,-89.135349,"Crockett<br>Every 10,000 People 1400.0 Not using Mask<br>Max of 16.0 People can get Infected",1400.0,16.0
2445,2445,2446,TN,47035,Cumberland,Crossville,56053,1763.848,681.025,9.826,3.794,1773.674,684.819,35.952397999999995,-84.994761,"Cumberland<br>Every 10,000 People 960.0 Not using Mask<br>Max of 61.0 People can get Infected",960.0,61.0
2446,2446,2447,TN,47037,Davidson,Nashville,626681,1305.4389999999999,504.033,56.749,21.911,1362.1879999999999,525.944,36.169129,-86.78479,"Davidson<br>Every 10,000 People 200.0 Not using Mask<br>Max of 69.0 People can get Infected",200.0,69.0
2447,2447,2448,TN,47039,Decatur,Smithville,11757,864.654,333.845,28.589,11.038,893.243,344.88300000000004,35.603421999999995,-88.107384,"Decatur<br>Every 10,000 People 1750.0 Not using Mask<br>Max of 28.0 People can get Infected",1750.0,28.0
2448,2448,2449,TN,47041,DeKalb,Decaturville,18723,788.2539999999999,304.347,63.816,24.640,852.07,328.98699999999997,35.98222,-85.833596,"DeKalb<br>Every 10,000 People 1570.0 Not using Mask<br>Max of 19.0 People can get Infected",1570.0,19.0
2449,2449,2450,TN,47043,Dickson,Charlotte,49666,1268.8239999999998,489.89599999999996,3.689,1.424,1272.513,491.32,36.145533,-87.36415500000001,"Dickson<br>Every 10,000 People 540.0 Not using Mask<br>Max of 35.0 People can get Infected",540.0,35.0
2450,2450,2451,TN,47045,Dyer,Dyersburg,38335,1326.92,512.327,36.781,14.201,1363.701,526.528,36.054196000000005,-89.398306,"Dyer<br>Every 10,000 People 1750.0 Not using Mask<br>Max of 28.0 People can get Infected",1750.0,28.0
2451,2451,2452,TN,47047,Fayette,Somerville,38413,1825.3870000000002,704.7860000000001,3.762,1.453,1829.149,706.2389999999999,35.196993,-89.413803,"Fayette<br>Every 10,000 People 220.0 Not using Mask<br>Max of 7.0 People can get Infected",220.0,7.0
2452,2452,2453,TN,47049,Fentress,Jamestown,17959,1291.399,498.61199999999997,0.829,0.320,1292.228,498.93199999999996,36.376079,-84.932703,"Fentress<br>Every 10,000 People 1230.0 Not using Mask<br>Max of 21.0 People can get Infected",1230.0,21.0
2453,2453,2454,TN,47051,Franklin,Winchester,41052,1436.257,554.5419999999999,54.890,21.193,1491.148,575.735,35.155926,-86.099203,"Franklin<br>Every 10,000 People 1660.0 Not using Mask<br>Max of 16.0 People can get Infected",1660.0,16.0
2454,2454,2455,TN,47053,Gibson,Trenton,49683,1561.095,602.742,2.353,0.909,1563.4479999999999,603.651,35.991694,-88.933776,"Gibson<br>Every 10,000 People 1820.0 Not using Mask<br>Max of 30.0 People can get Infected",1820.0,30.0
2455,2455,2456,TN,47055,Giles,Pulaski,29485,1582.293,610.927,0.643,0.248,1582.935,611.175,35.202723,-87.035319,"Giles<br>Every 10,000 People 610.0 Not using Mask<br>Max of 5.0 People can get Infected",610.0,5.0
2456,2456,2457,TN,47057,Grainger,Rutledge,22657,726.752,280.6,56.615,21.859,783.367,302.459,36.277463,-83.509493,"Grainger<br>Every 10,000 People 1260.0 Not using Mask<br>Max of 19.0 People can get Infected",1260.0,19.0
2457,2457,2458,TN,47059,Greene,Greeneville,68831,1611.4,622.165,5.057,1.952,1616.4560000000001,624.117,36.178998,-82.847746,"Greene<br>Every 10,000 People 1250.0 Not using Mask<br>Max of 28.0 People can get Infected",1250.0,28.0
2458,2458,2459,TN,47061,Grundy,Altamont,13703,933.779,360.534,1.522,0.588,935.301,361.12199999999996,35.387273,-85.722188,"Grundy<br>Every 10,000 People 1420.0 Not using Mask<br>Max of 2.0 People can get Infected",1420.0,2.0
2459,2459,2460,TN,47063,Hamblen,Morristown,62544,417.45099999999996,161.179,37.878,14.625,455.329,175.804,36.218396999999996,-83.266071,"Hamblen<br>Every 10,000 People 1570.0 Not using Mask<br>Max of 11.0 People can get Infected",1570.0,11.0
2460,2460,2461,TN,47065,Hamilton,Chattanooga,336463,1404.89,542.431,86.632,33.449,1491.5220000000002,575.88,35.159186,-85.20229599999999,"Hamilton<br>Every 10,000 People 1160.0 Not using Mask<br>Max of 50.0 People can get Infected",1160.0,50.0
2461,2461,2462,TN,47067,Hancock,Sneedville,6819,575.8580000000001,222.34,2.984,1.152,578.842,223.49200000000002,36.52142,-83.227453,"Hancock<br>Every 10,000 People 1480.0 Not using Mask<br>Max of 0.0 People can get Infected",1480.0,0.0
2462,2462,2463,TN,47069,Hardeman,Bolivar,27253,1729.51,667.768,6.768,2.613,1736.279,670.3810000000001,35.218131,-88.989037,"Hardeman<br>Every 10,000 People 350.0 Not using Mask<br>Max of 23.0 People can get Infected",350.0,23.0
2463,2463,2464,TN,47071,Hardin,Savannah,26026,1495.247,577.318,49.149,18.976,1544.396,596.294,35.201893,-88.185696,"Hardin<br>Every 10,000 People 1420.0 Not using Mask<br>Max of 28.0 People can get Infected",1420.0,28.0
2464,2464,2465,TN,47073,Hawkins,Rogersville,56833,1261.259,486.975,32.692,12.622,1293.951,499.597,36.452206,-82.931386,"Hawkins<br>Every 10,000 People 1180.0 Not using Mask<br>Max of 6.0 People can get Infected",1180.0,6.0
2465,2465,2466,TN,47075,Haywood,Brownsville,18787,1380.753,533.112,2.457,0.949,1383.21,534.061,35.586690000000004,-89.282536,"Haywood<br>Every 10,000 People 860.0 Not using Mask<br>Max of 19.0 People can get Infected",860.0,19.0
2466,2466,2467,TN,47077,Henderson,Lexington,27769,1346.983,520.073,15.049,5.811,1362.0320000000002,525.884,35.653995,-88.387674,"Henderson<br>Every 10,000 People 1270.0 Not using Mask<br>Max of 42.0 People can get Infected",1270.0,42.0
2467,2467,2468,TN,47079,Henry,Paris,32330,1455.8229999999999,562.096,81.118,31.320,1536.941,593.4159999999999,36.325398,-88.300384,"Henry<br>Every 10,000 People 920.0 Not using Mask<br>Max of 47.0 People can get Infected",920.0,47.0
2468,2468,2469,TN,47081,Hickman,Centerville,24690,1586.365,612.499,0.333,0.129,1586.6979999999999,612.628,35.802396,-87.467114,"Hickman<br>Every 10,000 People 630.0 Not using Mask<br>Max of 7.0 People can get Infected",630.0,7.0
2469,2469,2470,TN,47083,Houston,Erin,8426,518.74,200.28599999999997,17.322,6.688,536.062,206.97400000000002,36.285777,-87.705605,"Houston<br>Every 10,000 People 1080.0 Not using Mask<br>Max of 5.0 People can get Infected",1080.0,5.0
2470,2470,2471,TN,47085,Humphreys,Waverly,18538,1375.2320000000002,530.98,66.621,25.722,1441.8529999999998,556.702,36.040440000000004,-87.790625,"Humphreys<br>Every 10,000 People 1210.0 Not using Mask<br>Max of 12.0 People can get Infected",1210.0,12.0
2471,2471,2472,TN,47087,Jackson,Gainesboro,11638,798.546,308.32,29.020,11.205,827.565,319.525,36.354242,-85.674182,"Jackson<br>Every 10,000 People 1380.0 Not using Mask<br>Max of 19.0 People can get Infected",1380.0,19.0
2472,2472,2473,TN,47089,Jefferson,Dandridge,51407,709.8589999999999,274.078,104.187,40.227,814.045,314.305,36.048479,-83.440966,"Jefferson<br>Every 10,000 People 1510.0 Not using Mask<br>Max of 30.0 People can get Infected",1510.0,30.0
2473,2473,2474,TN,47091,Johnson,Mountain City,18244,773.046,298.475,11.002,4.248,784.048,302.723,36.453204,-81.861237,"Johnson<br>Every 10,000 People 1070.0 Not using Mask<br>Max of 5.0 People can get Infected",1070.0,5.0
2474,2474,2475,TN,47093,Knox,Knoxville,432226,1316.271,508.215,45.715,17.651,1361.986,525.866,35.992727,-83.937721,"Knox<br>Every 10,000 People 360.0 Not using Mask<br>Max of 332.0 People can get Infected",360.0,332.0
2475,2475,2476,TN,47095,Lake,Tiptonville,7832,429.379,165.78400000000002,72.802,28.109,502.181,193.893,36.333905,-89.485537,"Lake<br>Every 10,000 People 1330.0 Not using Mask<br>Max of 0.0 People can get Infected",1330.0,0.0
2476,2476,2477,TN,47097,Lauderdale,Ripley,27815,1222.454,471.99199999999996,92.174,35.589,1314.628,507.58099999999996,35.762951,-89.627732,"Lauderdale<br>Every 10,000 People 640.0 Not using Mask<br>Max of 16.0 People can get Infected",640.0,16.0
2477,2477,2478,TN,47099,Lawrence,Lawrenceburg,41869,1598.355,617.128,2.230,0.861,1600.585,617.989,35.220476,-87.396546,"Lawrence<br>Every 10,000 People 740.0 Not using Mask<br>Max of 5.0 People can get Infected",740.0,5.0
2478,2478,2479,TN,47101,Lewis,Hohenwald,12161,730.6080000000001,282.089,1.032,0.398,731.64,282.487,35.523244,-87.496983,"Lewis<br>Every 10,000 People 980.0 Not using Mask<br>Max of 5.0 People can get Infected",980.0,5.0
2479,2479,2480,TN,47103,Lincoln,Fayetteville,33361,1477.17,570.3380000000001,0.990,0.382,1478.16,570.72,35.142532,-86.593388,"Lincoln<br>Every 10,000 People 1260.0 Not using Mask<br>Max of 14.0 People can get Infected",1260.0,14.0
2480,2480,2481,TN,47105,Loudon,Loudon,48556,593.665,229.21599999999998,47.020,18.154,640.685,247.37,35.73745,-84.316204,"Loudon<br>Every 10,000 People 410.0 Not using Mask<br>Max of 20.0 People can get Infected",410.0,20.0
2481,2481,2482,TN,47107,McMinn,Lafayette,52266,1114.018,430.125,5.331,2.058,1119.35,432.18300000000005,35.424471000000004,-84.619963,"McMinn<br>Every 10,000 People 770.0 Not using Mask<br>Max of 14.0 People can get Infected",770.0,14.0
2482,2482,2483,TN,47109,McNairy,Jackson,26075,1457.8020000000001,562.86,1.948,0.752,1459.75,563.612,35.175626,-88.56467099999999,"McNairy<br>Every 10,000 People 1070.0 Not using Mask<br>Max of 66.0 People can get Infected",1070.0,66.0
2483,2483,2484,TN,47111,Macon,Jasper,22248,795.498,307.144,0.247,0.095,795.745,307.23900000000003,36.537838,-86.001231,"Macon<br>Every 10,000 People 1460.0 Not using Mask<br>Max of 8.0 People can get Infected",1460.0,8.0
2484,2484,2485,TN,47113,Madison,Lewisburg,98294,1442.9270000000001,557.117,3.909,1.509,1446.835,558.626,35.606056,-88.833424,"Madison<br>Every 10,000 People 1000.0 Not using Mask<br>Max of 91.0 People can get Infected",1000.0,91.0
2485,2485,2486,TN,47115,Marion,Columbia,28237,1290.2269999999999,498.16,36.502,14.093,1326.729,512.253,35.133421999999996,-85.618399,"Marion<br>Every 10,000 People 1150.0 Not using Mask<br>Max of 12.0 People can get Infected",1150.0,12.0
2486,2486,2487,TN,47117,Marshall,Athens,30617,972.437,375.46,1.802,0.696,974.2389999999999,376.156,35.468387,-86.765886,"Marshall<br>Every 10,000 People 2190.0 Not using Mask<br>Max of 2.0 People can get Infected",2190.0,2.0
2487,2487,2488,TN,47119,Maury,Selmer,80956,1588.021,613.138,6.319,2.440,1594.34,615.578,35.615696,-87.077763,"Maury<br>Every 10,000 People 1190.0 Not using Mask<br>Max of 21.0 People can get Infected",1190.0,21.0
2488,2488,2489,TN,47121,Meigs,Decatur,11753,505.36300000000006,195.122,56.013,21.627,561.376,216.74900000000002,35.503397,-84.823888,"Meigs<br>Every 10,000 People 800.0 Not using Mask<br>Max of 5.0 People can get Infected",800.0,5.0
2489,2489,2490,TN,47123,Monroe,Madisonville,44519,1646.105,635.565,44.013,16.994,1690.118,652.559,35.447666,-84.249786,"Monroe<br>Every 10,000 People 700.0 Not using Mask<br>Max of 47.0 People can get Infected",700.0,47.0
2490,2490,2491,TN,47125,Montgomery,Clarksville,172331,1396.4620000000002,539.177,12.051,4.653,1408.5120000000002,543.83,36.500353999999994,-87.380887,"Montgomery<br>Every 10,000 People 830.0 Not using Mask<br>Max of 30.0 People can get Infected",830.0,30.0
2491,2491,2492,TN,47127,Moore,Lynchburg,6362,334.685,129.22299999999998,3.093,1.194,337.778,130.417,35.288889000000005,-86.358684,"Moore<br>Every 10,000 People 1730.0 Not using Mask<br>Max of 0.0 People can get Infected",1730.0,0.0
2492,2492,2493,TN,47129,Morgan,Wartburg,21987,1352.44,522.18,0.810,0.313,1353.25,522.493,36.138697,-84.639262,"Morgan<br>Every 10,000 People 800.0 Not using Mask<br>Max of 16.0 People can get Infected",800.0,16.0
2493,2493,2494,TN,47131,Obion,Union City,31807,1410.839,544.7280000000001,27.916,10.778,1438.756,555.506,36.358175,-89.150175,"Obion<br>Every 10,000 People 1170.0 Not using Mask<br>Max of 58.0 People can get Infected",1170.0,58.0
2494,2494,2495,TN,47133,Overton,Livingston,22083,1122.715,433.483,3.500,1.351,1126.215,434.834,36.34485,-85.283076,"Overton<br>Every 10,000 People 1200.0 Not using Mask<br>Max of 33.0 People can get Infected",1200.0,33.0
2495,2495,2496,TN,47135,Perry,Linden,7915,1074.1480000000001,414.731,21.084,8.141,1095.233,422.87199999999996,35.659785,-87.877027,"Perry<br>Every 10,000 People 1800.0 Not using Mask<br>Max of 7.0 People can get Infected",1800.0,7.0
2496,2496,2497,TN,47137,Pickett,Byrdstown,5077,422.11300000000006,162.97899999999998,29.823,11.515,451.936,174.49400000000003,36.559364,-85.07574100000001,"Pickett<br>Every 10,000 People 1050.0 Not using Mask<br>Max of 2.0 People can get Infected",1050.0,2.0
2497,2497,2498,TN,47139,Polk,Benton,16825,1125.806,434.676,19.834,7.658,1145.641,442.334,35.109437,-84.541112,"Polk<br>Every 10,000 People 890.0 Not using Mask<br>Max of 0.0 People can get Infected",890.0,0.0
2498,2498,2499,TN,47141,Putnam,Cookeville,72321,1038.853,401.103,3.784,1.461,1042.637,402.564,36.140807,-85.496928,"Putnam<br>Every 10,000 People 1600.0 Not using Mask<br>Max of 73.0 People can get Infected",1600.0,73.0
2499,2499,2500,TN,47143,Rhea,Dayton,31809,816.823,315.377,54.463,21.028,871.2860000000001,336.405,35.600587,-84.949552,"Rhea<br>Every 10,000 People 960.0 Not using Mask<br>Max of 0.0 People can get Infected",960.0,0.0
2500,2500,2501,TN,47145,Roane,Kingston,54181,934.23,360.708,88.756,34.269,1022.9860000000001,394.977,35.847471999999996,-84.523861,"Roane<br>Every 10,000 People 740.0 Not using Mask<br>Max of 16.0 People can get Infected",740.0,16.0
2501,2501,2502,TN,47147,Robertson,Springfield,66283,1233.577,476.287,0.452,0.174,1234.029,476.461,36.52753,-86.869377,"Robertson<br>Every 10,000 People 1870.0 Not using Mask<br>Max of 22.0 People can get Infected",1870.0,22.0
2502,2502,2503,TN,47149,Rutherford,Murfreesboro,262604,1604.145,619.364,12.143,4.689,1616.289,624.053,35.843369,-86.417213,"Rutherford<br>Every 10,000 People 810.0 Not using Mask<br>Max of 64.0 People can get Infected",810.0,64.0
2503,2503,2504,TN,47151,Scott,Huntsville,22228,1378.6429999999998,532.297,2.414,0.932,1381.057,533.229,36.437239,-84.498386,"Scott<br>Every 10,000 People 1210.0 Not using Mask<br>Max of 5.0 People can get Infected",1210.0,5.0
2504,2504,2505,TN,47153,Sequatchie,Dunlap,14112,688.568,265.858,0.481,0.186,689.049,266.04400000000004,35.372335,-85.410344,"Sequatchie<br>Every 10,000 People 1080.0 Not using Mask<br>Max of 2.0 People can get Infected",1080.0,2.0
2505,2505,2506,TN,47155,Sevier,Sevierville,89889,1534.567,592.5,13.515,5.218,1548.082,597.7180000000001,35.791284000000005,-83.521955,"Sevier<br>Every 10,000 People 390.0 Not using Mask<br>Max of 30.0 People can get Infected",390.0,30.0
2506,2506,2507,TN,47157,Shelby,Memphis,927644,1976.612,763.174,56.576,21.844,2033.1889999999999,785.018,35.183794,-89.895397,"Shelby<br>Every 10,000 People 340.0 Not using Mask<br>Max of 172.0 People can get Infected",340.0,172.0
2507,2507,2508,TN,47159,Smith,Carthage,19166,814.0039999999999,314.289,28.706,11.084,842.711,325.373,36.25565,-85.94207800000001,"Smith<br>Every 10,000 People 880.0 Not using Mask<br>Max of 16.0 People can get Infected",880.0,16.0
2508,2508,2509,TN,47161,Stewart,Dover,13324,1189.66,459.33,87.232,33.681,1276.892,493.01099999999997,36.511756,-87.851548,"Stewart<br>Every 10,000 People 710.0 Not using Mask<br>Max of 2.0 People can get Infected",710.0,2.0
2509,2509,2510,TN,47163,Sullivan,Blountville,156823,1070.605,413.36300000000006,42.330,16.344,1112.9360000000001,429.707,36.510212,-82.299397,"Sullivan<br>Every 10,000 People 960.0 Not using Mask<br>Max of 47.0 People can get Infected",960.0,47.0
2510,2510,2511,TN,47165,Sumner,Gallatin,160645,1371.2679999999998,529.4490000000001,35.658,13.768,1406.9260000000002,543.217,36.470015000000004,-86.458517,"Sumner<br>Every 10,000 People 1040.0 Not using Mask<br>Max of 44.0 People can get Infected",1040.0,44.0
2511,2511,2512,TN,47167,Tipton,Covington,61081,1187.162,458.366,38.715,14.948,1225.876,473.314,35.500296999999996,-89.763708,"Tipton<br>Every 10,000 People 810.0 Not using Mask<br>Max of 9.0 People can get Infected",810.0,9.0
2512,2512,2513,TN,47169,Trousdale,Hartsville,7870,295.759,114.193,6.345,2.450,302.10400000000004,116.64299999999999,36.393029999999996,-86.15669100000001,"Trousdale<br>Every 10,000 People 1120.0 Not using Mask<br>Max of 5.0 People can get Infected",1120.0,5.0
2513,2513,2514,TN,47171,Unicoi,Erwin,18313,482.165,186.165,0.851,0.328,483.01599999999996,186.493,36.100215000000006,-82.418245,"Unicoi<br>Every 10,000 People 490.0 Not using Mask<br>Max of 5.0 People can get Infected",490.0,5.0
2514,2514,2515,TN,47173,Union,Maynardville,19109,578.99,223.549,61.093,23.588,640.0830000000001,247.137,36.28414,-83.836088,"Union<br>Every 10,000 People 860.0 Not using Mask<br>Max of 2.0 People can get Infected",860.0,2.0
2515,2515,2516,TN,47175,Van Buren,Spencer,5548,708.1419999999999,273.415,2.893,1.117,711.0360000000001,274.532,35.699245,-85.458411,"Van Buren<br>Every 10,000 People 1450.0 Not using Mask<br>Max of 7.0 People can get Infected",1450.0,7.0
2516,2516,2517,TN,47177,Warren,McMinnville,39839,1120.636,432.68,3.508,1.355,1124.144,434.035,35.678282,-85.777363,"Warren<br>Every 10,000 People 1400.0 Not using Mask<br>Max of 49.0 People can get Infected",1400.0,49.0
2517,2517,2518,TN,47179,Washington,Jonesborough,122979,845.54,326.465,8.633,3.333,854.173,329.798,36.295665,-82.495037,"Washington<br>Every 10,000 People 610.0 Not using Mask<br>Max of 16.0 People can get Infected",610.0,16.0
2518,2518,2519,TN,47181,Wayne,Waynesboro,17021,1901.3110000000001,734.1,4.023,1.553,1905.3339999999998,735.653,35.242687,-87.819703,"Wayne<br>Every 10,000 People 890.0 Not using Mask<br>Max of 33.0 People can get Infected",890.0,33.0
2519,2519,2520,TN,47183,Weakley,Dresden,35021,1503.135,580.364,3.680,1.421,1506.815,581.785,36.303523,-88.72078499999999,"Weakley<br>Every 10,000 People 930.0 Not using Mask<br>Max of 35.0 People can get Infected",930.0,35.0
2520,2520,2521,TN,47185,White,Sparta,25841,975.579,376.673,7.128,2.752,982.707,379.425,35.927062,-85.455766,"White<br>Every 10,000 People 1850.0 Not using Mask<br>Max of 21.0 People can get Infected",1850.0,21.0
